===== HCA-BGP STEP 1 =====
Số điểm: 20 | K mong muốn: 3
|Umin| (theo bài gốc) = 0.667
  M=   3  	 Mdg=2.000
   ✅ Cj = (2.3260, 1.9010)

▶ TÍNH TÂM HÌNH HỌC LƯỚI Gj:
   Gx = (2.5764 + 2.2620) / 2 = 2.4192
   Gy = (2.1087 + 1.7614) / 2 = 1.9351
   ✅ Gj = (2.4192, 1.9351)

▶ TÍNH ĐỘ LỆCH TÂM pj:
   ||Gj - Cj|| = √[(2.4192 - 2.3260)² + (1.9351 - 1.9010)²]
              = √[0.008688 + 0.001160] = 0.099237
   Đường chéo = √[0.3144² + 0.3474²] = 0.468537
   pj = 0.099237 / 0.468537 = 0.211802
   ✅ pj = 0.211802 >= 0.1

▶ TÍNH ĐỘ PHÂN TÁN Dj:
   Σ||xi - Cj||² = 0.0000
                 = 0.000000
   STPGj = √[(1/1) × 0.000000] = 0.000000
   Dj = 0.000000 / 0.468537 = 0.000000
   ✅ Dj = 0.000000 < 0.5

▶ KIỂM TRA ĐIỀU KIỆN VÀ QUYẾT ĐỊNH:
   Điều kiện 1: Level (3) >= max_depth (5)? → KHÔNG
   Điều kiện 2: count (1) < R (1.0)? → KHÔNG
   Điều kiện 3: pj (0.2118) < 0.1 VÀ Dj (0.0000) < 0.5? → KHÔNG

   ═══════════════════════════════════════════════════════════════
   🔶 KẾT LUẬN: DENSE + KHÔNG ĐỒNG NHẤT → TIẾP TỤC CHIA
   ═══════════════════════════════════════════════════════════════

▶ CHIA Ô THÀNH 4 Ô CON (2x2):
   Tâm chia: mid_X = (2.2620 + 2.5764)/2 = 2.4192
             mid_Y = (1.7614 + 2.1087)/2 = 1.9351

   ┌─────────────────────────────────────────────────────────────────────────────┐
   │ Ô con        │ X range                    │ Y range                    │ Điểm │
   ├─────────────────────────────────────────────────────────────────────────────┤
   │ Bottom-Left  │ [2.2620, 2.4192)  │ [1.7614, 1.9351)  │    1 │
   │ Bottom-Right │ [2.4192, 2.5764)  │ [1.7614, 1.9351)  │    0 │
   │ Top-Left     │ [2.2620, 2.4192)  │ [1.9351, 2.1087)  │    0 │
   │ Top-Right    │ [2.4192, 2.5764)  │ [1.9351, 2.1087)  │    0 │
   └─────────────────────────────────────────────────────────────────────────────┘
   → Tổng: 1 + 0 + 0 + 0 = 1 điểm
   → Thêm 4 ô con vào hàng đợi xử lý (Level 4)

   📋 TÓM TẮT:
   ┌───────────────┬────────────────────────────────┐
   │ Thông số      │ Giá trị                        │
   ├───────────────┼────────────────────────────────┤
   │ Level         │ 3                              │
   │ |Mj|          │ 1                              │
   │ Cj            │ (2.3260, 1.9010)               │
   │ Gj            │ (2.4192, 1.9351)               │
   │ pj            │ 0.211802                        │
   │ Dj            │ 0.000000                        │
   │ Phân loại     │ DIVIDED                        │
   └───────────────┴────────────────────────────────┘

──────────────────────────────────────────────────────────────────────────────────────────
🔷 BƯỚC 63: Ô tại Level 3
──────────────────────────────────────────────────────────────────────────────────────────

▶ THÔNG TIN Ô LƯỚI:
   • Vị trí gốc (ix, iy): (0, 0)
   • Level (cấp độ chia): 3
   • Biên X: [2.8908, 3.2052]
   • Biên Y: [2.4561, 2.8035]
   • Kích thước: ΔX = 0.3144, ΔY = 0.3474
   • Số điểm |Mj|: 1
   • Thuộc vùng Dense trước: Có

▶ DANH SÁCH ĐIỂM TRONG Ô:
   • Điểm 1: (2.9520, 2.7400)

▶ TÍNH TRỌNG TÂM DỮ LIỆU Cj:
   Cx = (1/1) × Σ(xi) = (1/1) × 2.9520 = 2.9520
   Cy = (1/1) × Σ(yi) = (1/1) × 2.7400 = 2.7400
   ✅ Cj = (2.9520, 2.7400)

▶ TÍNH TÂM HÌNH HỌC LƯỚI Gj:
   Gx = (3.2052 + 2.8908) / 2 = 3.0480
   Gy = (2.8035 + 2.4561) / 2 = 2.6298
   ✅ Gj = (3.0480, 2.6298)

▶ TÍNH ĐỘ LỆCH TÂM pj:
   ||Gj - Cj|| = √[(3.0480 - 2.9520)² + (2.6298 - 2.7400)²]
              = √[0.009224 + 0.012141] = 0.146169
   Đường chéo = √[0.3144² + 0.3474²] = 0.468537
   pj = 0.146169 / 0.468537 = 0.311968
   ✅ pj = 0.311968 >= 0.1

▶ TÍNH ĐỘ PHÂN TÁN Dj:
   Σ||xi - Cj||² = 0.0000
                 = 0.000000
   STPGj = √[(1/1) × 0.000000] = 0.000000
   Dj = 0.000000 / 0.468537 = 0.000000
   ✅ Dj = 0.000000 < 0.5

▶ KIỂM TRA ĐIỀU KIỆN VÀ QUYẾT ĐỊNH:
   Điều kiện 1: Level (3) >= max_depth (5)? → KHÔNG
   Điều kiện 2: count (1) < R (1.0)? → KHÔNG
   Điều kiện 3: pj (0.3120) < 0.1 VÀ Dj (0.0000) < 0.5? → KHÔNG

   ═══════════════════════════════════════════════════════════════
   🔶 KẾT LUẬN: DENSE + KHÔNG ĐỒNG NHẤT → TIẾP TỤC CHIA
   ═══════════════════════════════════════════════════════════════

▶ CHIA Ô THÀNH 4 Ô CON (2x2):
   Tâm chia: mid_X = (2.8908 + 3.2052)/2 = 3.0480
             mid_Y = (2.4561 + 2.8035)/2 = 2.6298

   ┌─────────────────────────────────────────────────────────────────────────────┐
   │ Ô con        │ X range                    │ Y range                    │ Điểm │
   ├─────────────────────────────────────────────────────────────────────────────┤
   │ Bottom-Left  │ [2.8908, 3.0480)  │ [2.4561, 2.6298)  │    0 │
   │ Bottom-Right │ [3.0480, 3.2052)  │ [2.4561, 2.6298)  │    0 │
   │ Top-Left     │ [2.8908, 3.0480)  │ [2.6298, 2.8035)  │    1 │
   │ Top-Right    │ [3.0480, 3.2052)  │ [2.6298, 2.8035)  │    0 │
   └─────────────────────────────────────────────────────────────────────────────┘
   → Tổng: 0 + 0 + 1 + 0 = 1 điểm
   → Thêm 4 ô con vào hàng đợi xử lý (Level 4)

   📋 TÓM TẮT:
   ┌───────────────┬────────────────────────────────┐
   │ Thông số      │ Giá trị                        │
   ├───────────────┼────────────────────────────────┤
   │ Level         │ 3                              │
   │ |Mj|          │ 1                              │
   │ Cj            │ (2.9520, 2.7400)               │
   │ Gj            │ (3.0480, 2.6298)               │
   │ pj            │ 0.311968                        │
   │ Dj            │ 0.000000                        │
   │ Phân loại     │ DIVIDED                        │
   └───────────────┴────────────────────────────────┘

──────────────────────────────────────────────────────────────────────────────────────────
🔷 BƯỚC 67: Ô tại Level 3
──────────────────────────────────────────────────────────────────────────────────────────

▶ THÔNG TIN Ô LƯỚI:
   • Vị trí gốc (ix, iy): (1, 0)
   • Level (cấp độ chia): 3
   • Biên X: [3.5197, 3.8341]
   • Biên Y: [2.4561, 2.8035]
   • Kích thước: ΔX = 0.3144, ΔY = 0.3474
   • Số điểm |Mj|: 1
   • Thuộc vùng Dense trước: Có

▶ DANH SÁCH ĐIỂM TRONG Ô:
   • Điểm 1: (3.7360, 2.7050)

▶ TÍNH TRỌNG TÂM DỮ LIỆU Cj:
   Cx = (1/1) × Σ(xi) = (1/1) × 3.7360 = 3.7360
   Cy = (1/1) × Σ(yi) = (1/1) × 2.7050 = 2.7050
   ✅ Cj = (3.7360, 2.7050)

▶ TÍNH TÂM HÌNH HỌC LƯỚI Gj:
   Gx = (3.8341 + 3.5197) / 2 = 3.6769
   Gy = (2.8035 + 2.4561) / 2 = 2.6298
   ✅ Gj = (3.6769, 2.6298)

▶ TÍNH ĐỘ LỆCH TÂM pj:
   ||Gj - Cj|| = √[(3.6769 - 3.7360)² + (2.6298 - 2.7050)²]
              = √[0.003496 + 0.005653] = 0.095650
   Đường chéo = √[0.3144² + 0.3474²] = 0.468537
   pj = 0.095650 / 0.468537 = 0.204146
   ✅ pj = 0.204146 >= 0.1

▶ TÍNH ĐỘ PHÂN TÁN Dj:
   Σ||xi - Cj||² = 0.0000
                 = 0.000000
   STPGj = √[(1/1) × 0.000000] = 0.000000
   Dj = 0.000000 / 0.468537 = 0.000000
   ✅ Dj = 0.000000 < 0.5

▶ KIỂM TRA ĐIỀU KIỆN VÀ QUYẾT ĐỊNH:
   Điều kiện 1: Level (3) >= max_depth (5)? → KHÔNG
   Điều kiện 2: count (1) < R (1.0)? → KHÔNG
   Điều kiện 3: pj (0.2041) < 0.1 VÀ Dj (0.0000) < 0.5? → KHÔNG

   ═══════════════════════════════════════════════════════════════
   🔶 KẾT LUẬN: DENSE + KHÔNG ĐỒNG NHẤT → TIẾP TỤC CHIA
   ═══════════════════════════════════════════════════════════════

▶ CHIA Ô THÀNH 4 Ô CON (2x2):
   Tâm chia: mid_X = (3.5197 + 3.8341)/2 = 3.6769
             mid_Y = (2.4561 + 2.8035)/2 = 2.6298

   ┌─────────────────────────────────────────────────────────────────────────────┐
   │ Ô con        │ X range                    │ Y range                    │ Điểm │
   ├─────────────────────────────────────────────────────────────────────────────┤
   │ Bottom-Left  │ [3.5197, 3.6769)  │ [2.4561, 2.6298)  │    0 │
   │ Bottom-Right │ [3.6769, 3.8341)  │ [2.4561, 2.6298)  │    0 │
   │ Top-Left     │ [3.5197, 3.6769)  │ [2.6298, 2.8035)  │    0 │
   │ Top-Right    │ [3.6769, 3.8341)  │ [2.6298, 2.8035)  │    1 │
   └─────────────────────────────────────────────────────────────────────────────┘
   → Tổng: 0 + 0 + 0 + 1 = 1 điểm
   → Thêm 4 ô con vào hàng đợi xử lý (Level 4)

   📋 TÓM TẮT:
   ┌───────────────┬────────────────────────────────┐
   │ Thông số      │ Giá trị                        │
   ├───────────────┼────────────────────────────────┤
   │ Level         │ 3                              │
   │ |Mj|          │ 1                              │
   │ Cj            │ (3.7360, 2.7050)               │
   │ Gj            │ (3.6769, 2.6298)               │
   │ pj            │ 0.204146                        │
   │ Dj            │ 0.000000                        │
   │ Phân loại     │ DIVIDED                        │
   └───────────────┴────────────────────────────────┘

──────────────────────────────────────────────────────────────────────────────────────────
🔷 BƯỚC 70: Ô tại Level 3
──────────────────────────────────────────────────────────────────────────────────────────

▶ THÔNG TIN Ô LƯỚI:
   • Vị trí gốc (ix, iy): (1, 0)
   • Level (cấp độ chia): 3
   • Biên X: [4.4629, 4.7773]
   • Biên Y: [2.1087, 2.4561]
   • Kích thước: ΔX = 0.3144, ΔY = 0.3474
   • Số điểm |Mj|: 1
   • Thuộc vùng Dense trước: Có

▶ DANH SÁCH ĐIỂM TRONG Ô:
   • Điểm 1: (4.7530, 2.3220)

▶ TÍNH TRỌNG TÂM DỮ LIỆU Cj:
   Cx = (1/1) × Σ(xi) = (1/1) × 4.7530 = 4.7530
   Cy = (1/1) × Σ(yi) = (1/1) × 2.3220 = 2.3220
   ✅ Cj = (4.7530, 2.3220)

▶ TÍNH TÂM HÌNH HỌC LƯỚI Gj:
   Gx = (4.7773 + 4.4629) / 2 = 4.6201
   Gy = (2.4561 + 2.1087) / 2 = 2.2824
   ✅ Gj = (4.6201, 2.2824)

▶ TÍNH ĐỘ LỆCH TÂM pj:
   ||Gj - Cj|| = √[(4.6201 - 4.7530)² + (2.2824 - 2.3220)²]
              = √[0.017656 + 0.001565] = 0.138640
   Đường chéo = √[0.3144² + 0.3474²] = 0.468537
   pj = 0.138640 / 0.468537 = 0.295899
   ✅ pj = 0.295899 >= 0.1

▶ TÍNH ĐỘ PHÂN TÁN Dj:
   Σ||xi - Cj||² = 0.0000
                 = 0.000000
   STPGj = √[(1/1) × 0.000000] = 0.000000
   Dj = 0.000000 / 0.468537 = 0.000000
   ✅ Dj = 0.000000 < 0.5

▶ KIỂM TRA ĐIỀU KIỆN VÀ QUYẾT ĐỊNH:
   Điều kiện 1: Level (3) >= max_depth (5)? → KHÔNG
   Điều kiện 2: count (1) < R (1.0)? → KHÔNG
   Điều kiện 3: pj (0.2959) < 0.1 VÀ Dj (0.0000) < 0.5? → KHÔNG

   ═══════════════════════════════════════════════════════════════
   🔶 KẾT LUẬN: DENSE + KHÔNG ĐỒNG NHẤT → TIẾP TỤC CHIA
   ═══════════════════════════════════════════════════════════════

▶ CHIA Ô THÀNH 4 Ô CON (2x2):
   Tâm chia: mid_X = (4.4629 + 4.7773)/2 = 4.6201
             mid_Y = (2.1087 + 2.4561)/2 = 2.2824

   ┌─────────────────────────────────────────────────────────────────────────────┐
   │ Ô con        │ X range                    │ Y range                    │ Điểm │
   ├─────────────────────────────────────────────────────────────────────────────┤
   │ Bottom-Left  │ [4.4629, 4.6201)  │ [2.1087, 2.2824)  │    0 │
   │ Bottom-Right │ [4.6201, 4.7773)  │ [2.1087, 2.2824)  │    0 │
   │ Top-Left     │ [4.4629, 4.6201)  │ [2.2824, 2.4561)  │    0 │
   │ Top-Right    │ [4.6201, 4.7773)  │ [2.2824, 2.4561)  │    1 │
   └─────────────────────────────────────────────────────────────────────────────┘
   → Tổng: 0 + 0 + 0 + 1 = 1 điểm
   → Thêm 4 ô con vào hàng đợi xử lý (Level 4)

   📋 TÓM TẮT:
   ┌───────────────┬────────────────────────────────┐
   │ Thông số      │ Giá trị                        │
   ├───────────────┼────────────────────────────────┤
   │ Level         │ 3                              │
   │ |Mj|          │ 1                              │
   │ Cj            │ (4.7530, 2.3220)               │
   │ Gj            │ (4.6201, 2.2824)               │
   │ pj            │ 0.295899                        │
   │ Dj            │ 0.000000                        │
   │ Phân loại     │ DIVIDED                        │
   └───────────────┴────────────────────────────────┘

──────────────────────────────────────────────────────────────────────────────────────────
🔷 BƯỚC 74: Ô tại Level 3
──────────────────────────────────────────────────────────────────────────────────────────

▶ THÔNG TIN Ô LƯỚI:
   • Vị trí gốc (ix, iy): (2, 4)
   • Level (cấp độ chia): 3
   • Biên X: [5.0917, 5.4062]
   • Biên Y: [7.6667, 8.0141]
   • Kích thước: ΔX = 0.3144, ΔY = 0.3474
   • Số điểm |Mj|: 1
   • Thuộc vùng Dense trước: Có

▶ DANH SÁCH ĐIỂM TRONG Ô:
   • Điểm 1: (5.2850, 7.7440)

▶ TÍNH TRỌNG TÂM DỮ LIỆU Cj:
   Cx = (1/1) × Σ(xi) = (1/1) × 5.2850 = 5.2850
   Cy = (1/1) × Σ(yi) = (1/1) × 7.7440 = 7.7440
   ✅ Cj = (5.2850, 7.7440)

▶ TÍNH TÂM HÌNH HỌC LƯỚI Gj:
   Gx = (5.4062 + 5.0917) / 2 = 5.2490
   Gy = (8.0141 + 7.6667) / 2 = 7.8404
   ✅ Gj = (5.2490, 7.8404)

▶ TÍNH ĐỘ LỆCH TÂM pj:
   ||Gj - Cj|| = √[(5.2490 - 5.2850)² + (7.8404 - 7.7440)²]
              = √[0.001299 + 0.009300] = 0.102952
   Đường chéo = √[0.3144² + 0.3474²] = 0.468537
   pj = 0.102952 / 0.468537 = 0.219731
   ✅ pj = 0.219731 >= 0.1

▶ TÍNH ĐỘ PHÂN TÁN Dj:
   Σ||xi - Cj||² = 0.0000
                 = 0.000000
   STPGj = √[(1/1) × 0.000000] = 0.000000
   Dj = 0.000000 / 0.468537 = 0.000000
   ✅ Dj = 0.000000 < 0.5

▶ KIỂM TRA ĐIỀU KIỆN VÀ QUYẾT ĐỊNH:
   Điều kiện 1: Level (3) >= max_depth (5)? → KHÔNG
   Điều kiện 2: count (1) < R (1.0)? → KHÔNG
   Điều kiện 3: pj (0.2197) < 0.1 VÀ Dj (0.0000) < 0.5? → KHÔNG

   ═══════════════════════════════════════════════════════════════
   🔶 KẾT LUẬN: DENSE + KHÔNG ĐỒNG NHẤT → TIẾP TỤC CHIA
   ═══════════════════════════════════════════════════════════════

▶ CHIA Ô THÀNH 4 Ô CON (2x2):
   Tâm chia: mid_X = (5.0917 + 5.4062)/2 = 5.2490
             mid_Y = (7.6667 + 8.0141)/2 = 7.8404

   ┌─────────────────────────────────────────────────────────────────────────────┐
   │ Ô con        │ X range                    │ Y range                    │ Điểm │
   ├─────────────────────────────────────────────────────────────────────────────┤
   │ Bottom-Left  │ [5.0917, 5.2490)  │ [7.6667, 7.8404)  │    0 │
   │ Bottom-Right │ [5.2490, 5.4062)  │ [7.6667, 7.8404)  │    1 │
   │ Top-Left     │ [5.0917, 5.2490)  │ [7.8404, 8.0141)  │    0 │
   │ Top-Right    │ [5.2490, 5.4062)  │ [7.8404, 8.0141)  │    0 │
   └─────────────────────────────────────────────────────────────────────────────┘
   → Tổng: 0 + 1 + 0 + 0 = 1 điểm
   → Thêm 4 ô con vào hàng đợi xử lý (Level 4)

   📋 TÓM TẮT:
   ┌───────────────┬────────────────────────────────┐
   │ Thông số      │ Giá trị                        │
   ├───────────────┼────────────────────────────────┤
   │ Level         │ 3                              │
   │ |Mj|          │ 1                              │
   │ Cj            │ (5.2850, 7.7440)               │
   │ Gj            │ (5.2490, 7.8404)               │
   │ pj            │ 0.219731                        │
   │ Dj            │ 0.000000                        │
   │ Phân loại     │ DIVIDED                        │
   └───────────────┴────────────────────────────────┘

──────────────────────────────────────────────────────────────────────────────────────────
🔷 BƯỚC 76: Ô tại Level 3
──────────────────────────────────────────────────────────────────────────────────────────

▶ THÔNG TIN Ô LƯỚI:
   • Vị trí gốc (ix, iy): (2, 4)
   • Level (cấp độ chia): 3
   • Biên X: [5.0917, 5.4062]
   • Biên Y: [8.0141, 8.3615]
   • Kích thước: ΔX = 0.3144, ΔY = 0.3474
   • Số điểm |Mj|: 1
   • Thuộc vùng Dense trước: Có

▶ DANH SÁCH ĐIỂM TRONG Ô:
   • Điểm 1: (5.1620, 8.0920)

▶ TÍNH TRỌNG TÂM DỮ LIỆU Cj:
   Cx = (1/1) × Σ(xi) = (1/1) × 5.1620 = 5.1620
   Cy = (1/1) × Σ(yi) = (1/1) × 8.0920 = 8.0920
   ✅ Cj = (5.1620, 8.0920)

▶ TÍNH TÂM HÌNH HỌC LƯỚI Gj:
   Gx = (5.4062 + 5.0917) / 2 = 5.2490
   Gy = (8.3615 + 8.0141) / 2 = 8.1878
   ✅ Gj = (5.2490, 8.1878)

▶ TÍNH ĐỘ LỆCH TÂM pj:
   ||Gj - Cj|| = √[(5.2490 - 5.1620)² + (8.1878 - 8.0920)²]
              = √[0.007562 + 0.009180] = 0.129390
   Đường chéo = √[0.3144² + 0.3474²] = 0.468537
   pj = 0.129390 / 0.468537 = 0.276157
   ✅ pj = 0.276157 >= 0.1

▶ TÍNH ĐỘ PHÂN TÁN Dj:
   Σ||xi - Cj||² = 0.0000
                 = 0.000000
   STPGj = √[(1/1) × 0.000000] = 0.000000
   Dj = 0.000000 / 0.468537 = 0.000000
   ✅ Dj = 0.000000 < 0.5

▶ KIỂM TRA ĐIỀU KIỆN VÀ QUYẾT ĐỊNH:
   Điều kiện 1: Level (3) >= max_depth (5)? → KHÔNG
   Điều kiện 2: count (1) < R (1.0)? → KHÔNG
   Điều kiện 3: pj (0.2762) < 0.1 VÀ Dj (0.0000) < 0.5? → KHÔNG

   ═══════════════════════════════════════════════════════════════
   🔶 KẾT LUẬN: DENSE + KHÔNG ĐỒNG NHẤT → TIẾP TỤC CHIA
   ═══════════════════════════════════════════════════════════════

▶ CHIA Ô THÀNH 4 Ô CON (2x2):
   Tâm chia: mid_X = (5.0917 + 5.4062)/2 = 5.2490
             mid_Y = (8.0141 + 8.3615)/2 = 8.1878

   ┌─────────────────────────────────────────────────────────────────────────────┐
   │ Ô con        │ X range                    │ Y range                    │ Điểm │
   ├─────────────────────────────────────────────────────────────────────────────┤
   │ Bottom-Left  │ [5.0917, 5.2490)  │ [8.0141, 8.1878)  │    1 │
   │ Bottom-Right │ [5.2490, 5.4062)  │ [8.0141, 8.1878)  │    0 │
   │ Top-Left     │ [5.0917, 5.2490)  │ [8.1878, 8.3615)  │    0 │
   │ Top-Right    │ [5.2490, 5.4062)  │ [8.1878, 8.3615)  │    0 │
   └─────────────────────────────────────────────────────────────────────────────┘
   → Tổng: 1 + 0 + 0 + 0 = 1 điểm
   → Thêm 4 ô con vào hàng đợi xử lý (Level 4)

   📋 TÓM TẮT:
   ┌───────────────┬────────────────────────────────┐
   │ Thông số      │ Giá trị                        │
   ├───────────────┼────────────────────────────────┤
   │ Level         │ 3                              │
   │ |Mj|          │ 1                              │
   │ Cj            │ (5.1620, 8.0920)               │
   │ Gj            │ (5.2490, 8.1878)               │
   │ pj            │ 0.276157                        │
   │ Dj            │ 0.000000                        │
   │ Phân loại     │ DIVIDED                        │
   └───────────────┴────────────────────────────────┘

──────────────────────────────────────────────────────────────────────────────────────────
🔷 BƯỚC 80: Ô tại Level 3
──────────────────────────────────────────────────────────────────────────────────────────

▶ THÔNG TIN Ô LƯỚI:
   • Vị trí gốc (ix, iy): (1, 5)
   • Level (cấp độ chia): 3
   • Biên X: [3.8341, 4.1485]
   • Biên Y: [8.7089, 9.0562]
   • Kích thước: ΔX = 0.3144, ΔY = 0.3474
   • Số điểm |Mj|: 1
   • Thuộc vùng Dense trước: Có

▶ DANH SÁCH ĐIỂM TRONG Ô:
   • Điểm 1: (3.8910, 9.0120)

▶ TÍNH TRỌNG TÂM DỮ LIỆU Cj:
   Cx = (1/1) × Σ(xi) = (1/1) × 3.8910 = 3.8910
   Cy = (1/1) × Σ(yi) = (1/1) × 9.0120 = 9.0120
   ✅ Cj = (3.8910, 9.0120)

▶ TÍNH TÂM HÌNH HỌC LƯỚI Gj:
   Gx = (4.1485 + 3.8341) / 2 = 3.9913
   Gy = (9.0562 + 8.7089) / 2 = 8.8826
   ✅ Gj = (3.9913, 8.8826)

▶ TÍNH ĐỘ LỆCH TÂM pj:
   ||Gj - Cj|| = √[(3.9913 - 3.8910)² + (8.8826 - 9.0120)²]
              = √[0.010058 + 0.016754] = 0.163745
   Đường chéo = √[0.3144² + 0.3474²] = 0.468537
   pj = 0.163745 / 0.468537 = 0.349482
   ✅ pj = 0.349482 >= 0.1

▶ TÍNH ĐỘ PHÂN TÁN Dj:
   Σ||xi - Cj||² = 0.0000
                 = 0.000000
   STPGj = √[(1/1) × 0.000000] = 0.000000
   Dj = 0.000000 / 0.468537 = 0.000000
   ✅ Dj = 0.000000 < 0.5

▶ KIỂM TRA ĐIỀU KIỆN VÀ QUYẾT ĐỊNH:
   Điều kiện 1: Level (3) >= max_depth (5)? → KHÔNG
   Điều kiện 2: count (1) < R (1.0)? → KHÔNG
   Điều kiện 3: pj (0.3495) < 0.1 VÀ Dj (0.0000) < 0.5? → KHÔNG

   ═══════════════════════════════════════════════════════════════
   🔶 KẾT LUẬN: DENSE + KHÔNG ĐỒNG NHẤT → TIẾP TỤC CHIA
   ═══════════════════════════════════════════════════════════════

▶ CHIA Ô THÀNH 4 Ô CON (2x2):
   Tâm chia: mid_X = (3.8341 + 4.1485)/2 = 3.9913
             mid_Y = (8.7089 + 9.0562)/2 = 8.8826

   ┌─────────────────────────────────────────────────────────────────────────────┐
   │ Ô con        │ X range                    │ Y range                    │ Điểm │
   ├─────────────────────────────────────────────────────────────────────────────┤
   │ Bottom-Left  │ [3.8341, 3.9913)  │ [8.7089, 8.8826)  │    0 │
   │ Bottom-Right │ [3.9913, 4.1485)  │ [8.7089, 8.8826)  │    0 │
   │ Top-Left     │ [3.8341, 3.9913)  │ [8.8826, 9.0562)  │    1 │
   │ Top-Right    │ [3.9913, 4.1485)  │ [8.8826, 9.0562)  │    0 │
   └─────────────────────────────────────────────────────────────────────────────┘
   → Tổng: 0 + 0 + 1 + 0 = 1 điểm
   → Thêm 4 ô con vào hàng đợi xử lý (Level 4)

   📋 TÓM TẮT:
   ┌───────────────┬────────────────────────────────┐
   │ Thông số      │ Giá trị                        │
   ├───────────────┼────────────────────────────────┤
   │ Level         │ 3                              │
   │ |Mj|          │ 1                              │
   │ Cj            │ (3.8910, 9.0120)               │
   │ Gj            │ (3.9913, 8.8826)               │
   │ pj            │ 0.349482                        │
   │ Dj            │ 0.000000                        │
   │ Phân loại     │ DIVIDED                        │
   └───────────────┴────────────────────────────────┘

──────────────────────────────────────────────────────────────────────────────────────────
🔷 BƯỚC 81: Ô tại Level 3
──────────────────────────────────────────────────────────────────────────────────────────

▶ THÔNG TIN Ô LƯỚI:
   • Vị trí gốc (ix, iy): (3, 5)
   • Level (cấp độ chia): 3
   • Biên X: [6.0350, 6.3494]
   • Biên Y: [8.3615, 8.7089]
   • Kích thước: ΔX = 0.3144, ΔY = 0.3474
   • Số điểm |Mj|: 1
   • Thuộc vùng Dense trước: Có

▶ DANH SÁCH ĐIỂM TRONG Ô:
   • Điểm 1: (6.2960, 8.6420)

▶ TÍNH TRỌNG TÂM DỮ LIỆU Cj:
   Cx = (1/1) × Σ(xi) = (1/1) × 6.2960 = 6.2960
   Cy = (1/1) × Σ(yi) = (1/1) × 8.6420 = 8.6420
   ✅ Cj = (6.2960, 8.6420)

▶ TÍNH TÂM HÌNH HỌC LƯỚI Gj:
   Gx = (6.3494 + 6.0350) / 2 = 6.1922
   Gy = (8.7089 + 8.3615) / 2 = 8.5352
   ✅ Gj = (6.1922, 8.5352)

▶ TÍNH ĐỘ LỆCH TÂM pj:
   ||Gj - Cj|| = √[(6.1922 - 6.2960)² + (8.5352 - 8.6420)²]
              = √[0.010773 + 0.011409] = 0.148935
   Đường chéo = √[0.3144² + 0.3474²] = 0.468537
   pj = 0.148935 / 0.468537 = 0.317872
   ✅ pj = 0.317872 >= 0.1

▶ TÍNH ĐỘ PHÂN TÁN Dj:
   Σ||xi - Cj||² = 0.0000
                 = 0.000000
   STPGj = √[(1/1) × 0.000000] = 0.000000
   Dj = 0.000000 / 0.468537 = 0.000000
   ✅ Dj = 0.000000 < 0.5

▶ KIỂM TRA ĐIỀU KIỆN VÀ QUYẾT ĐỊNH:
   Điều kiện 1: Level (3) >= max_depth (5)? → KHÔNG
   Điều kiện 2: count (1) < R (1.0)? → KHÔNG
   Điều kiện 3: pj (0.3179) < 0.1 VÀ Dj (0.0000) < 0.5? → KHÔNG

   ═══════════════════════════════════════════════════════════════
   🔶 KẾT LUẬN: DENSE + KHÔNG ĐỒNG NHẤT → TIẾP TỤC CHIA
   ═══════════════════════════════════════════════════════════════

▶ CHIA Ô THÀNH 4 Ô CON (2x2):
   Tâm chia: mid_X = (6.0350 + 6.3494)/2 = 6.1922
             mid_Y = (8.3615 + 8.7089)/2 = 8.5352

   ┌─────────────────────────────────────────────────────────────────────────────┐
   │ Ô con        │ X range                    │ Y range                    │ Điểm │
   ├─────────────────────────────────────────────────────────────────────────────┤
   │ Bottom-Left  │ [6.0350, 6.1922)  │ [8.3615, 8.5352)  │    0 │
   │ Bottom-Right │ [6.1922, 6.3494)  │ [8.3615, 8.5352)  │    0 │
   │ Top-Left     │ [6.0350, 6.1922)  │ [8.5352, 8.7089)  │    0 │
   │ Top-Right    │ [6.1922, 6.3494)  │ [8.5352, 8.7089)  │    1 │
   └─────────────────────────────────────────────────────────────────────────────┘
   → Tổng: 0 + 0 + 0 + 1 = 1 điểm
   → Thêm 4 ô con vào hàng đợi xử lý (Level 4)

   📋 TÓM TẮT:
   ┌───────────────┬────────────────────────────────┐
   │ Thông số      │ Giá trị                        │
   ├───────────────┼────────────────────────────────┤
   │ Level         │ 3                              │
   │ |Mj|          │ 1                              │
   │ Cj            │ (6.2960, 8.6420)               │
   │ Gj            │ (6.1922, 8.5352)               │
   │ pj            │ 0.317872                        │
   │ Dj            │ 0.000000                        │
   │ Phân loại     │ DIVIDED                        │
   └───────────────┴────────────────────────────────┘

──────────────────────────────────────────────────────────────────────────────────────────
🔷 BƯỚC 82: Ô tại Level 3
──────────────────────────────────────────────────────────────────────────────────────────

▶ THÔNG TIN Ô LƯỚI:
   • Vị trí gốc (ix, iy): (3, 5)
   • Level (cấp độ chia): 3
   • Biên X: [6.3494, 6.6638]
   • Biên Y: [8.3615, 8.7089]
